rootId:ID,root,transliteration,:LABEL,descriptionTr,descriptionEn,translationTr,translationEn
98,"ثمر","vmr","Root","to bear fruit, fructify, get rich, increase or multiply, to gain more of something. thamar - fruit, wealth, possession, profit, income.","","meyve","fruit"
99,"ندد","ndd","Root","to flee, run away, defame, divulge (secret). nid - match, a like, opponent, equal, image, idol, compeer, rival, object of adoration to which some or all of Gods qualities are ascribed whether it be conceived as deity in its own right or a saint.","","eşler","equals"
100,"اتي","Aty","Root","Gelmek, getirmek, gelip geçmek, rastlamak, yapmak, vaat etmek, ulaşmak, takip etmek, ortaya koymak, gösteri, artış, üretim, ödeme, erişmek, vuku bulmak, sollamak, yanaşmak, gitmek, vurmak, karşılaşmak, katılmak, ilişikli ya da meşgul olmak, suç işlemek, üstlenmek. <br><br><strong>Türkçe’ye girmiş türevler : </strong>âti","","git","Go"
101,"سور","swr","Root","","","sure","a wall"
102,"دعو","dEw","Root","to seek, desire, ask, demand, call upon, invoke, ascribe, cry out, call out to, pray, supplicate, petition, require, need, summon, invite, assert, succour. (e.g. 'daAAa' in phonetic search engine).","","du'a","Call"
103,"شهد","$hd","Root","told/gave information, to witness/see, to be present, give evidence/testimony, bear witness. mushhad - time or place of being present or of giving or hearing evidence, meeting place. mashhuud - that which is witnessed.","","şahid","present"
104,"دون","dwn","Root","","","ayrı","Us"
105,"صدق","Sdq","Root","to be truthful, true, sincere, speak the truth, establish or confirm the truth of what another has said, verify, keep faith, observe a promise faithfully, fulfill, speak veraciously, hold anyone as trustworthy. sadaqa fi al-qitaali - to fight gallantly. tsaddaqa - to give alms. sidqun - truth, veracity, sincerity, soundness, excellence in a variety of different objects, salubrious and agreeable, favourable entrance, praise. saadiqun - one who is true and sincere, one who speaks the truth. saadiqah - perfect woman. sadaqat (pl. saduqaat) - dowry. siddiiq - person who is trustworthy, sincere. saddaqa - to confirm, verify, fulfil. asdaqu - more true.","","iyi","true"
106,"فعل","fEl","Root","to do something, He did it, the suffering or receiving the effect of an act, to commit, a doing, to do a deed, a custom/habit/manner/wont.","","yap","do"
107,"حجر","Hjr","Root","To deprive from, harden, hide, resist, forbid, prevent, hinder, prohibit access (to a place). To prevent/hinder/debar/withhold/restrain from a person or thing, prohibit/forbid/inhibit/interdict, to make boundary or enclose a thing, burn a mark around the eye of a camel or beast, to surround, make a thing unlawful or unallowable to a person, to be emboldened or encouraged, to slaughter by cutting the throat. hajar - a rock/stone or mass of rock.","","taş","stones"
108,"عدد","Edd","Root","to count, number, reckon, make the census of. addun - number, computation, determined number. adadun - number. iddatun - a number, prescribed term, counting, to count, legal waiting period for a woman after she is divorced or becomes a widow before she may marry again. a'dd - to prepare, make ready. addina - those who count. ma'dudun - counted one.","","nice","few"
109,"بشر","b$r","Root","","","müjde","a man"
110,"عمل","Eml","Root","iş, işlem, eylem, yapmak/hareket etmek/çalışmak/işletmek/inşaa etmek/üretmek, bir el sanatı uygulama, aktif olmak <br><br><strong>Türkçe’ye girmiş türevler : </strong>amel, aksülamel, amal, ameliyat, amil (amele), imal, istimal (müstamel, suistimal), mamul, muamele, teamül, imalat","","yap","do"
111,"جنن","jnn","Root","veiled/concealed/covered/hid/protected (e.g. cloth, armour, grave, shield), invisible, become dark/posessed, darkness of night, bereft of reason, mad/insane/unsound in mind/intellect, confusedness.","","cin","mad"
112,"جري","jry","Root","To flow, run quickly, pursue a course, to happen or occur, to betake or aim for a thing, to be continuous or permanent, to send a deputy or commissioned agent.","","akan","flow"
113,"تحت","tHt","Root","taht - Particle: that which is below; the lower part; beneath; inferior, slop; declivity of a mountain; under. It is the opposite of fawq/above.","","altına","under"
114,"نهر","nhr","Root","to cause stream to flow, repulse, reproach, flow abundantly, drive back, brow beat, chide, do in the day time, day, daytime, daylight hours (from dawn to dusk).","","günün","repel"
115,"شبه","$bh","Root","to be like, to resemble/assimilate/liken/imitate, to compare one thing with another due to an attribute connecting them or is common to them: can be real or ideal - real: ""this dollar is like this dollar"" ideal: ""John is like the lion/ass","","müteşabih","similar"
116,"زوج","zwj","Root","to couple/join/pair/unite/wed, marriage, a pair, a fellow or like, spouse.","","çift","kind"
117,"طهر","Thr","Root","to be or become clean/pure or free of dirt, made it or caused it to be distant/remote, cleanse/wash/purify, refrain, remove oneself, to clear/clean, ablution.","","temizle","pure"
118,"خلد","xld","Root","To remain/stay/dwell/abode, to remain or continue incessantly/always/endlessly/forever/perpetually, to adorn another with ornaments, to be slow in becoming hoary (when advanced in age), endowed with perpetual vigour","","ebedi","adhered"
119,"حيي","Hyy","Root","(a doubly imperfect verb) To live, be alive, be ashamed, spend (the night) awake, fertilize the earth, keep anyone alive; spare any one, let anyone alive, remove prudency, modesty and shamefulness, make immodest, To be in good condition, have the means of subsistence, to be apparent or distinct, have prolonged or preserved life, free from evil or harm, have dominion, be honored, receive benefit, to salute, to enliven/revive/give life to, to nourish, vivify/re-vivify/revive/resuscitate, endue/quicken with life, (said of land) to be tilled and made productive, to remain awake, to shrink from a thing, to forbear, to feel or have a sense of or be moved or affected with shame/shyness/bashfulness, be ashamed/shy of doing a thing, disdain or scorn a thing, abstain from a thing/refuse to do it.","","sağ","live"
120,"ضرب","Drb","Root","to heal, strike, propound as an example, put forth a parable, go, make a journey, travel, mix, avoid, take away, put a cover, shut, mention/declare/state, propound, set forth, compare, liken, seek a way, march on, set, impose, prevent, fight, traffic with anyone's property for a share in the profit, he made or caused to be or constituted, leave/forsake, take away thing (with 'an).","","vur","Strike"
121,"بعض","bED","Root","","","kimi","one"
122,"فوق","fwq","Root","to be superior in rank or excellence, overcome, surpass, to be above/over, on, upon, more, on high. fauq - it is a preposition meaning above/upon/over/more/superior. fawaq - time between two milkings/sucklings, between the opening of one's hand and grasping with it the udder and then lets it go for milking or a delay and space of time between the opening and closing of the hand during milking. afaqa - to come to one's self, recover (after a swoon or ilness), awake (from sleep), recollect.","","üstü-","on"
123,"حقق","Hqq","Root","To be suitable to the requirements of justice or wisdom or truth or right or reality or fact, to be just/proper/right/correct/true/fitting, to be authentic/genuine/sound/valid/substantial/real, also established/confirmed/binding/unavoidable/incumbent, to be manifest, without doubt or uncertainty, established as a fact, to be obligatory or due, have right or title or claim to a thing, deserve or merit a thing, most worthy, ascertain, to be sure or certain, to be true or verifiable or veritable, to be serious or earnest, dispute or litigate or contend with another, speak the truth, reveal/manifest/show a truth or right, to be proven true, pierce or penetrate.","","hak","true"
124,"رود","rwd","Root","to seek, ask a thing gently, search (for food), go to and fro in a pasture, go round about. iradatun - will, free will. mirwad - axle of a pully. rawada - to long after, desire, seduce, entice, seduce against the will (with 'an) as in 12:126. yuridu - he wishes, intends. It is used as an auxiliary verb as in 18:77. The word iradah is used for power and capacity with reference to subjugation as well as to option and choice. ruwaidan - for a little while, go gently (according to some grammarians the word is a diminutive form of which verbal noun is not in use, it is used as sing. plu. f. m.).","","ister","wish"
125,"كثر","kvr","Root","To surpass in number or quantity, increase, multiply, happen often, copious, richness; To be much, many, numerous, a man whose ancestors are many or whose good deeds are many. A man possessing much good, river in paradise from which other rivers flow, talkative person.","","çok","more"
126,"فسق","fsq","Root","to commit disobedience, go astray, transgress commandment, live in profligacy, disorder, become wicked, profligate, commit lewdness, become perverted, be impious, act wickedly.","","fısk","wickedness"
127,"نقض","nqD","Root","to pull down, demolish, break (contract), undo a thing, violate (treaty), unravel/untwist.","","bozarlar","break"
128,"عهد","Ehd","Root","to enjoin/charge/impose/swear. ahdun - treaty/covenant/promise/agreement/compact/oath, bond, condition, bequest, responsibility, guarantee, time, epoch, acquaintance, true, friendship, affection, security.","","söz","promised"
129,"بعد","bEd","Root","","","uzak","far"
130,"وثق","wvq","Root","to place trust in any one, rely upon, bind.","","söz","covenant"
131,"قطع","qTE","Root","kesmek, ayırmak, bölmek, ayrılmak, ayırmak, devre dışı bırakmak, devam edememek, çekilmek, yıkmak, çürümek, son vermek, durdurmak, bitirmek, devam etmemek, başaramamak, durmak, durdurulmak, engellenmiş, bir son vermek, parça, kısım, bölüm, bir bütünden kesilmiş kısım <br><br><strong>Türkçe'ye girmiş türevler:</strong> kıta, kat, ikta, inkıta, kati, maktu, mukataa, maktuen, kat´a, katiyen, katiyet, katiyetle","","kesen","cut"
132,"امر","Amr","Root","command/order/enjoin, authority/power/dominion, counselled/advised/consulted, hold/appoint command, preside as a commander/governor/prince/king, experienced, become many/abundant.","","iş","order"
133,"وصل","wSl","Root","attain, reach, connect, apply, make close, to come/deliver/convey, to continue, union (of companions/friends/lovers).","","ulaşır","join"
134,"خسر","xsr","Root","To suffer loss or diminution, to be deceived/cheated/beguiled/circumvented, to err/go astray/deviate from/miss the right way, to perish or die, make a thing defective or deficient, destroy or cause to perish, remove/alienate/estrange someone, to be treacherous/ignoble/mean, to be unfaithful, ungenerous, small/little/weak (among mankind), refuse invitation from another.","","ziyan","lost"
135,"كيف","kyf","Root","","","ne","how"
136,"جمع","jmE","Root","To collect or gather, bring together, to contract, assemble or congregate, unite or connect or form a connection, bring into a state of union, reconcile or conciliate, put on a thing [such as clothing article], to compose/arrange/settle, to pray in congregation, determine/resolve/decide upon a thing, agree or unite in opinion, prepare or make a thing ready, dry up a thing, conspire or league with another, coexist with one, to be compact/compressed/contracted, exert one's energy, to compromise or comprehend or contain, enter or go into, to meet or be in company with another.","","tüm","all"
